"","dead","dvcat","seatbelt","frontal","sex","ageOFocc","yearVeh","airbag","occRole"
"25824","alive","25-39","belted","frontal","f",71,2000,"airbag","pass"
"8404","alive","25-39","belted","frontal","f",40,1990,"none","driver"
"23169","alive","10-24","belted","frontal","f",40,1996,"airbag","driver"
"18202","alive","25-39","belted","frontal","f",29,1999,"airbag","driver"
"12507","alive","10-24","belted","frontal","m",21,1991,"airbag","driver"
"8024","alive","40-54","belted","frontal","m",25,1987,"none","driver"
"12636","alive","10-24","belted","notfrontal","m",38,1988,"none","pass"
"19133","alive","25-39","belted","frontal","m",49,2000,"airbag","driver"
"26173","alive","10-24","belted","frontal","m",42,2001,"airbag","driver"
"22222","alive","25-39","belted","frontal","f",57,2000,"airbag","pass"
"14304","dead","40-54","belted","frontal","m",71,1997,"airbag","driver"
"6104","alive","10-24","belted","notfrontal","f",48,1992,"airbag","driver"
"15727","alive","10-24","belted","notfrontal","m",48,1999,"airbag","driver"
"509","alive","25-39","none","frontal","m",16,1994,"none","driver"
"14789","alive","40-54","none","frontal","m",21,1995,"none","pass"
"3706","alive","25-39","belted","notfrontal","m",17,1987,"none","driver"
"5905","alive","10-24","belted","notfrontal","m",47,1988,"none","driver"
"11706","alive","10-24","belted","frontal","m",41,1996,"airbag","driver"
"11240","dead","25-39","none","frontal","m",37,1994,"none","pass"
"7088","alive","25-39","none","notfrontal","f",16,1986,"none","driver"
"16482","alive","10-24","belted","frontal","m",65,1988,"none","driver"
"25324","alive","40-54","belted","frontal","f",31,1995,"airbag","driver"
"13415","alive","10-24","belted","notfrontal","f",52,1999,"airbag","driver"
"21794","alive","10-24","belted","frontal","m",20,1997,"airbag","driver"
"6258","alive","10-24","belted","frontal","f",41,1997,"airbag","driver"
"16500","alive","25-39","belted","frontal","f",54,1993,"airbag","driver"
"13129","alive","10-24","belted","notfrontal","f",18,1995,"airbag","driver"
"21434","dead","55+","belted","notfrontal","m",19,2000,"airbag","pass"
"616","alive","10-24","belted","notfrontal","f",17,1988,"none","driver"
"15258","alive","10-24","none","frontal","m",39,1988,"none","driver"
"19441","alive","10-24","none","frontal","m",28,1986,"none","pass"
"11491","alive","10-24","belted","notfrontal","m",36,1991,"airbag","driver"
"7322","alive","25-39","belted","frontal","f",36,1995,"airbag","driver"
"13674","alive","55+","none","notfrontal","m",43,1987,"none","driver"
"8889","alive","25-39","belted","frontal","m",44,1999,"airbag","driver"
"13600","alive","10-24","none","notfrontal","f",47,1988,"none","driver"
"24422","alive","10-24","belted","frontal","f",40,2001,"airbag","driver"
"19558","alive","1-9km/h","belted","notfrontal","f",49,1995,"airbag","driver"
"1076","alive","25-39","none","frontal","f",20,1992,"none","pass"
"1917","alive","10-24","none","notfrontal","m",39,1995,"none","driver"
"10305","alive","25-39","belted","frontal","m",26,1993,"airbag","driver"
"24925","alive","25-39","none","frontal","m",19,1992,"none","driver"
"5046","alive","10-24","belted","frontal","f",38,1993,"none","pass"
"21642","alive","10-24","belted","frontal","f",21,2002,"airbag","pass"
"20207","alive","25-39","belted","frontal","f",28,2000,"airbag","driver"
"12456","alive","40-54","belted","frontal","m",17,1995,"airbag","driver"
"6873","alive","10-24","belted","frontal","f",56,1997,"airbag","driver"
"20697","alive","10-24","none","notfrontal","m",19,1989,"none","pass"
"3881","alive","10-24","belted","notfrontal","f",25,1996,"airbag","driver"
"24339","alive","25-39","belted","frontal","m",16,1999,"airbag","pass"
"20339","alive","10-24","belted","notfrontal","f",17,1999,"airbag","driver"
"646","alive","10-24","belted","frontal","m",24,1997,"airbag","pass"
"12978","alive","25-39","belted","frontal","f",17,1989,"none","driver"
"14650","alive","10-24","belted","notfrontal","f",16,1995,"airbag","driver"
"1517","alive","10-24","none","notfrontal","f",21,1989,"none","driver"
"15368","alive","25-39","belted","notfrontal","f",19,1995,"airbag","pass"
"10871","alive","55+","none","frontal","m",25,1997,"airbag","driver"
"2297","alive","25-39","none","frontal","m",59,1996,"airbag","driver"
"5585","alive","10-24","belted","frontal","m",34,1994,"airbag","pass"
"9963","alive","25-39","belted","notfrontal","f",36,1993,"airbag","driver"
"8249","alive","10-24","belted","notfrontal","f",26,1988,"none","driver"
"8476","alive","25-39","belted","frontal","f",44,1994,"airbag","driver"
"11527","dead","55+","none","notfrontal","m",42,1990,"none","driver"
"22433","alive","25-39","belted","notfrontal","f",40,1998,"airbag","driver"
"25561","alive","40-54","belted","frontal","m",68,1990,"none","driver"
"1349","alive","10-24","none","notfrontal","f",21,1986,"none","driver"
"15855","alive","25-39","belted","notfrontal","m",26,1990,"none","driver"
"21889","alive","10-24","belted","frontal","m",36,1995,"airbag","driver"
"12372","alive","25-39","none","frontal","m",39,1979,"none","driver"
"2389","alive","25-39","none","frontal","m",48,1996,"airbag","driver"
"6170","alive","25-39","belted","frontal","m",34,1988,"none","driver"
"22040","alive","10-24","none","frontal","m",38,1995,"airbag","driver"
"12331","alive","25-39","none","frontal","f",37,1993,"airbag","driver"
"11627","alive","10-24","belted","frontal","m",46,1996,"airbag","driver"
"15981","alive","10-24","none","frontal","m",38,1995,"airbag","driver"
"1008","alive","10-24","belted","notfrontal","m",38,1997,"airbag","driver"
"2008","alive","25-39","belted","notfrontal","m",57,1989,"none","driver"
"8885","alive","10-24","belted","notfrontal","f",38,1998,"airbag","driver"
"10155","alive","10-24","none","frontal","m",65,1990,"none","driver"
"11499","alive","25-39","belted","notfrontal","m",50,1998,"airbag","driver"
"24660","alive","25-39","belted","frontal","m",49,2002,"airbag","driver"
"20426","alive","10-24","belted","frontal","f",28,1995,"airbag","pass"
"24986","alive","10-24","none","notfrontal","f",24,1997,"airbag","driver"
"17047","alive","10-24","belted","frontal","m",27,1996,"none","pass"
"21057","alive","10-24","belted","frontal","f",20,1998,"airbag","driver"
"10185","alive","40-54","belted","notfrontal","f",82,1999,"airbag","driver"
"16125","alive","25-39","none","frontal","m",51,1982,"none","driver"
"5313","alive","25-39","belted","frontal","m",19,1985,"none","driver"
"13170","alive","25-39","belted","frontal","m",72,1989,"none","driver"
"17990","alive","10-24","none","frontal","f",28,1993,"airbag","driver"
"13844","alive","10-24","belted","frontal","m",20,1999,"airbag","pass"
"12247","alive","40-54","none","notfrontal","f",27,1995,"none","pass"
"17582","alive","25-39","none","notfrontal","m",67,1996,"airbag","driver"
"20123","alive","10-24","belted","frontal","m",18,2001,"airbag","pass"
"23483","alive","25-39","belted","frontal","f",41,1996,"airbag","driver"
"23025","alive","10-24","belted","frontal","f",18,1989,"none","driver"
"16324","alive","25-39","belted","frontal","f",41,1998,"airbag","driver"
"13527","alive","10-24","belted","frontal","f",31,1986,"none","driver"
"19607","alive","55+","none","frontal","m",18,1989,"none","driver"
"1939","alive","25-39","belted","notfrontal","f",28,1988,"none","driver"
"15289","alive","10-24","belted","frontal","m",34,1999,"airbag","driver"
"21008","alive","25-39","none","frontal","f",18,1995,"airbag","driver"
"25891","alive","40-54","belted","notfrontal","m",23,1988,"none","pass"
"7157","alive","25-39","none","frontal","m",22,1996,"airbag","driver"
"18323","alive","10-24","belted","frontal","m",80,2001,"airbag","driver"
"2156","alive","10-24","belted","frontal","f",17,1991,"none","driver"
"823","alive","10-24","belted","frontal","f",43,1991,"none","pass"
"22599","alive","10-24","belted","frontal","m",19,1991,"none","pass"
"19489","alive","40-54","belted","frontal","f",21,1998,"airbag","pass"
"15023","alive","25-39","belted","frontal","m",21,1997,"airbag","driver"
"9767","alive","40-54","none","frontal","f",35,1998,"none","driver"
"6368","alive","25-39","belted","notfrontal","f",16,1987,"none","pass"
"26098","dead","40-54","none","frontal","f",55,1983,"none","driver"
"8241","alive","10-24","belted","frontal","f",56,1994,"airbag","driver"
"4943","alive","55+","belted","frontal","m",20,1991,"airbag","driver"
"20079","alive","25-39","belted","frontal","f",29,2000,"airbag","driver"
"22635","alive","25-39","belted","frontal","f",25,1999,"airbag","driver"
"21744","alive","10-24","belted","notfrontal","m",26,1998,"airbag","driver"
"4196","dead","40-54","belted","frontal","m",72,1986,"none","driver"
"13329","alive","10-24","belted","frontal","f",24,1990,"none","driver"
"19259","alive","25-39","none","frontal","m",35,1988,"none","pass"
"23689","alive","40-54","belted","frontal","m",27,2000,"airbag","driver"
"15931","alive","10-24","belted","frontal","m",22,1998,"airbag","driver"
"4890","alive","40-54","belted","notfrontal","m",57,1996,"airbag","driver"
"19193","alive","10-24","belted","frontal","f",42,1994,"airbag","driver"
"7218","alive","55+","none","frontal","m",27,1984,"none","driver"
"192","alive","25-39","belted","frontal","m",61,1987,"none","pass"
"22118","alive","10-24","belted","frontal","f",42,2000,"airbag","driver"
"21422","alive","10-24","none","frontal","f",28,1992,"none","pass"
"5746","alive","10-24","none","notfrontal","f",57,1993,"airbag","driver"
"7674","alive","10-24","belted","notfrontal","m",36,1988,"none","driver"
"1260","alive","10-24","none","notfrontal","m",25,1995,"airbag","driver"
"2476","alive","25-39","belted","frontal","f",91,1987,"none","pass"
"10755","alive","40-54","none","notfrontal","f",42,1997,"airbag","driver"
"2474","alive","25-39","belted","frontal","f",20,1996,"airbag","driver"
"10556","alive","10-24","belted","notfrontal","m",72,1990,"none","driver"
"2292","alive","10-24","belted","frontal","f",27,1994,"airbag","driver"
"5589","alive","25-39","belted","frontal","m",17,1992,"none","pass"
"7821","alive","10-24","belted","frontal","m",25,1995,"airbag","pass"
"1949","dead","25-39","none","notfrontal","m",24,1994,"airbag","driver"
"4726","alive","25-39","belted","notfrontal","m",28,1985,"none","driver"
"1429","alive","25-39","belted","frontal","m",20,1978,"none","pass"
"24786","alive","25-39","belted","frontal","f",16,2001,"airbag","pass"
"14270","alive","25-39","belted","notfrontal","m",75,1991,"none","driver"
"7872","alive","10-24","none","notfrontal","f",38,1987,"none","driver"
"6927","alive","10-24","belted","frontal","m",21,1994,"airbag","driver"
"3679","alive","10-24","none","frontal","m",31,1987,"none","driver"
"5917","alive","10-24","none","frontal","m",31,1988,"none","driver"
"24584","alive","40-54","belted","notfrontal","m",18,1997,"airbag","pass"
"14017","alive","10-24","belted","frontal","m",20,1998,"airbag","driver"
"19220","alive","1-9km/h","belted","frontal","m",23,2000,"airbag","driver"
"1212","alive","1-9km/h","belted","notfrontal","m",20,1995,"airbag","driver"
"25844","alive","25-39","none","frontal","f",22,1990,"none","driver"
"15283","alive","10-24","belted","frontal","f",26,1997,"airbag","driver"
"19818","alive","10-24","belted","notfrontal","m",22,1983,"none","pass"
"1897","alive","10-24","belted","notfrontal","f",46,1986,"none","pass"
"5556","alive","25-39","belted","notfrontal","f",30,1998,"airbag","pass"
"4820","alive","55+","belted","frontal","f",24,1996,"airbag","driver"
"4830","alive","10-24","belted","notfrontal","m",65,1993,"airbag","driver"
"8666","alive","10-24","belted","frontal","f",70,1993,"airbag","driver"
"24565","alive","55+","belted","frontal","f",20,1995,"airbag","driver"
"17825","alive","10-24","belted","frontal","m",64,1986,"none","driver"
"9707","alive","25-39","none","notfrontal","f",34,1997,"airbag","driver"
"3184","alive","10-24","belted","notfrontal","m",74,1984,"none","driver"
"3123","alive","25-39","belted","notfrontal","f",57,1985,"none","driver"
"15600","alive","10-24","belted","frontal","m",43,1999,"airbag","driver"
"14321","alive","25-39","belted","notfrontal","f",43,1999,"airbag","driver"
"2939","alive","25-39","belted","notfrontal","m",50,1997,"airbag","driver"
"3316","alive","1-9km/h","belted","notfrontal","m",36,1988,"none","driver"
"13087","alive","10-24","belted","frontal","m",48,1988,"none","driver"
"17850","alive","10-24","belted","notfrontal","f",48,1995,"none","pass"
"3727","alive","25-39","none","frontal","m",67,1980,"none","pass"
"9376","alive","10-24","belted","notfrontal","f",28,1999,"airbag","driver"
"21430","alive","25-39","belted","frontal","f",83,1988,"none","driver"
"3203","alive","25-39","none","notfrontal","f",73,1996,"airbag","driver"
"2074","alive","1-9km/h","belted","frontal","f",16,1989,"none","driver"
"979","alive","25-39","belted","notfrontal","m",34,1996,"none","pass"
"5548","alive","10-24","belted","frontal","m",49,1998,"airbag","driver"
"19712","alive","1-9km/h","belted","notfrontal","f",56,1998,"airbag","driver"
"14452","alive","25-39","belted","frontal","f",26,1994,"airbag","driver"
"1325","alive","10-24","belted","frontal","m",26,1990,"airbag","driver"
"8717","alive","25-39","belted","notfrontal","m",87,1997,"airbag","pass"
"18486","alive","25-39","none","notfrontal","f",41,1991,"airbag","driver"
"20167","alive","10-24","belted","notfrontal","m",56,2000,"airbag","driver"
"14748","alive","10-24","belted","frontal","f",25,1995,"airbag","driver"
"10271","alive","25-39","none","frontal","f",17,1991,"none","pass"
"3288","alive","10-24","belted","frontal","m",42,1980,"none","driver"
"17356","alive","40-54","belted","notfrontal","m",39,1995,"airbag","driver"
"45","alive","10-24","belted","notfrontal","m",21,1987,"none","driver"
"15835","alive","10-24","none","notfrontal","f",55,1998,"airbag","driver"
"13809","alive","10-24","belted","notfrontal","f",19,1997,"airbag","pass"
"22937","alive","25-39","belted","notfrontal","f",45,1994,"none","pass"
"8592","alive","55+","none","frontal","m",25,2000,"airbag","pass"
"15257","alive","25-39","none","notfrontal","m",21,2000,"airbag","driver"
"12602","alive","25-39","none","frontal","f",79,1982,"none","driver"
"21579","alive","25-39","none","frontal","m",25,1997,"airbag","driver"
"10641","alive","10-24","belted","frontal","f",68,1994,"airbag","pass"
"8409","alive","25-39","belted","frontal","m",29,1985,"none","driver"
"13494","alive","10-24","none","frontal","m",20,1994,"airbag","pass"
"11684","alive","40-54","none","frontal","m",21,1993,"none","driver"
"5912","alive","40-54","belted","frontal","m",18,1994,"none","pass"
"7324","alive","10-24","belted","frontal","f",44,1998,"airbag","driver"
"3949","alive","10-24","belted","frontal","m",24,1994,"airbag","driver"
"6553","alive","55+","none","frontal","m",33,1976,"none","pass"
"6973","alive","10-24","belted","frontal","f",44,1998,"airbag","driver"
"16435","alive","40-54","none","frontal","f",17,1994,"none","pass"
"8365","alive","25-39","belted","frontal","m",34,1991,"none","driver"
"16250","alive","10-24","none","frontal","m",58,1986,"none","driver"
"23600","alive","40-54","none","notfrontal","m",40,2002,"airbag","driver"
"14333","alive","10-24","belted","frontal","m",63,2001,"airbag","driver"
"3058","dead","25-39","none","frontal","m",32,1986,"none","driver"
"13064","alive","55+","none","frontal","m",53,1998,"airbag","driver"
"935","alive","1-9km/h","belted","notfrontal","f",18,1996,"airbag","pass"
"6963","dead","55+","belted","notfrontal","f",23,1995,"airbag","driver"
